id,from,to,subject,body,url,url_obfuscated,label
0d9b5c39,laycgnlfx@students.jru.edu,support@jru.edu,UNUSUAL LOGIN ATTEMPT DETECTED!!!!,"Your account will be permanently disabled if you do not verify your information
within 24 hours. Click the secure link to proceed. Your account will be
permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed. Your account will be permanently disabled if
you do not verify your information within 24 hours. Click the secure link to
proceed. Your account will be permanently disabled if you do not verify your
information within 24 hours. Click the secure link to proceed. Your account will
be permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed. Your account will be permanently disabled if
you do not verify your information within 24 hours. Click the secure link to
proceed. Your account will be permanently disabled if you do not verify your
information within 24 hours. Click the secure link to proceed. Your account will
be permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed. Your account will be permanently disabled if
you do not verify your information within 24 hours. Click the secure link to
proceed. Your account will be permanently disabled if you do not verify your
information within 24 hours. Click the secure link to proceed. Your account will
be permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed. Your account will be permanently disabled if
you do not verify your information within 24 hours. Click the secure link to
proceed. Your account will be permanently disabled if you do not verify your
information within 24 hours. Click the secure link to proceed. Your account will
be permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed.",https://secure-jru-login.com/confirm/update/login/verify/verify?token=9652375dfcd13e8fdcd3003ecb3be5ac4d1660d003197669b4e601155bb7f4f7b6741506a6f50ce6,https:[slash][slash]secure-jru-login[dot]com[slash]confirm[slash]update[slash]login[slash]verify[slash]verify?token=9652375dfcd13e8fdcd3003ecb3be5ac4d1660d003197669b4e601155bb7f4f7b6741506a6f50ce6,1
5b314207,pwgvs@jru.edu,student@jru.edu,Meeting Schedule Confirmation,Thank you for attending today’s meeting. Please review the minutes attached.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
95ca0a16,joefrcsli@yahoo.com,student@jru.edu,Invoice and Payment Received,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://google.com/confirm/session/session,https:[slash][slash]google[dot]com[slash]confirm[slash]session[slash]session,0
f660ca05,ybbcxoefxse@billing-update.info,student@jru.edu,Urgent: Update Billing Information,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://billing-update-alert.net/confirm/update/verify/update,https:[slash][slash]billing-update-alert[dot]net[slash]confirm[slash]update[slash]verify[slash]update,1
1f950959,kauxwnxbx@jru.edu,admin@jru.edu,Welcome to Jose Rizal University,Please see the attached course schedule and classroom assignment.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
5c2f05ef,belehkr@google.com,student@jru.edu,MEETING SCHEDULE CONFIRMATION!!!!,Click the link now to proceed.,https://students.jru.edu/session/login/verify/session/confirm?token=7aeb69e7299ee9e26a35d9acc65ba80ad9e49acd31e7f98ec8bb0c24f0aae7924349764e3ab530b4,https:[slash][slash]students[dot]jru[dot]edu[slash]session[slash]login[slash]verify[slash]session[slash]confirm?token=7aeb69e7299ee9e26a35d9acc65ba80ad9e49acd31e7f98ec8bb0c24f0aae7924349764e3ab530b4,0
923873dc,pfrct@gmail.com,admin@jru.edu,Urgent: Update Billing Information,Please reset your password now to secure your data.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
3ad29c6a,svxyzoyb@outlook.com,admin@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
89a91124,mxjwwqua@students.jru.edu,admin@jru.edu,Your mailbox storage is full,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://verify-portal-access.net/verify/login/confirm,https:[slash][slash]verify-portal-access[dot]net[slash]verify[slash]login[slash]confirm,1
09d9c778,amyvouho@google.com,student@jru.edu,[AUTO-GENERATED NOTICE] Account Suspended: Action Required,Click the link now to proceed.,https://secure-jru-login.com/login/confirm/verify/update/login?token=79f83875b10724f54ed43bb3646c6e59a22aa1e5b8a6badd2a38422e7d32d6d9c3fda54da3d29a12,https:[slash][slash]secure-jru-login[dot]com[slash]login[slash]confirm[slash]verify[slash]update[slash]login?token=79f83875b10724f54ed43bb3646c6e59a22aa1e5b8a6badd2a38422e7d32d6d9c3fda54da3d29a12,1
907312c4,ejvuqly@yahoo.com,support@jru.edu,Security Alert: Password Reset Needed,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
3a7dfd21,fqeegaov@outlook.com,support@jru.edu,Classroom Schedule Adjustment Notice,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://yahoo.com/confirm/session,https:[slash][slash]yahoo[dot]com[slash]confirm[slash]session,0
998af387,uszyrtv@students.jru.edu,student@jru.edu,Urgent: Update Billing Information,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://billing-update-alert.net/login/session/update,https:[slash][slash]billing-update-alert[dot]net[slash]login[slash]session[slash]update,1
137367cb,akinrfj@jru.edu,support@jru.edu,Invoice and Payment Received,"Hi po, ito po ang resibo para sa payment. Maraming salamat!",https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
70f7c656,pgvmmanctq@gmail.com,faculty@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
5bb3062f,wuukou@students.jru.edu,faculty@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
eb6e76fd,jrjeweiy@students.jru.edu,admin@jru.edu,Your JRU Portal Access Details,random text error 404,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
38f481a0,sfhhxnmonxe@jru.edu,admin@jru.edu,Verify your account immediately,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://notify-security-center.net/update/verify/login,https:[slash][slash]notify-security-center[dot]net[slash]update[slash]verify[slash]login,1
285c9913,phlcpjwp@google.com,faculty@jru.edu,REMITTANCE REPORT FROM FINANCE OFFICE!!!!,Click the link now to proceed.,https://microsoft.com/login/update/update/session/session?token=778eb40454bfcaca9b76eee63a45f0b408778c94eb103533fd085dbf59a012b661dd7b7c02344f4d,https:[slash][slash]microsoft[dot]com[slash]login[slash]update[slash]update[slash]session[slash]session?token=778eb40454bfcaca9b76eee63a45f0b408778c94eb103533fd085dbf59a012b661dd7b7c02344f4d,0
196fa81d,rkgnimj@outlook.com,student@jru.edu,Verify your account immediately,Our system flagged your account for review. Login to verify ownership.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
e7af2008,nitdlbhgtxy@students.jru.edu,support@jru.edu,REMITTANCE REPORT FROM FINANCE OFFICE!!!!,"This is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference.",https://outlook.com/update/update/update/confirm/confirm?token=2a504a60cf92739394bdfd7d2ef6a7be94526da616fab3b966e610ee379a18631d1e124a69b936c5,https:[slash][slash]outlook[dot]com[slash]update[slash]update[slash]update[slash]confirm[slash]confirm?token=2a504a60cf92739394bdfd7d2ef6a7be94526da616fab3b966e610ee379a18631d1e124a69b936c5,0
